go .	va !
i ll tell you what you want to know .	je vous dirai ce que vous voulez savoir .
i m going to need your help on this .	je vais avoir besoin de ton aide pour ceci .
i m going to need your help on this .	je vais avoir besoin de votre aide pour ceci .
just think what it could do for you .	pense juste a ce que ca pourrait t apporter !
just think what it could do for you .	pensez juste a ce que ca pourrait vous apporter !
that s all i can tell you right now .	c est tout ce que je peux vous dire a cet instant .
that s all i can tell you right now .	c est tout ce que je peux te dire pour le moment .
we re going to get you out of there .	on va vous sortir de la .
what time do you want me to be here ?	a quelle heure veux tu que je sois la ?
you didn t come here alone did you ?	vous n etes pas venu ici seul si ?
you didn t come here alone did you ?	vous n etes pas venue ici seule si ?
you didn t come here alone did you ?	tu n es pas venu ici seul si ?
you didn t come here alone did you ?	vous n etes pas venues ici seules si ?
you didn t come here alone did you ?	vous n etes pas venus ici seuls si ?
you didn t come here alone did you ?	tu n es pas venue ici seule si ?
you don t know what this is do you ?	tu ne sais pas ce que c est n est ce pas ?
you don t know what this is do you ?	vous ignorez ce dont ils s agit n est ce pas ?
you don t know what this is do you ?	vous ne savez pas ce que c est n est ce pas ?
you don t think i can do it do you ?	tu ne penses pas que je puisse le faire n est ce pas ?
you don t think i can do it do you ?	vous ne pensez que je puisse le faire n est ce pas ?
do you really think tom will do that ?	penses tu vraiment que tom le fera ?
do you really think tom will do that ?	pensez vous vraiment que tom le fera ?
do you really think tom will help us ?	penses tu vraiment que tom nous aidera ?
do you really think tom will help us ?	pensez vous vraiment que tom nous aidera ?
i didn t know tom was going to do it .	je ne savais pas que tom allait le faire .
i didn t know tom was going to do it .	j ignorais que tom allait le faire .
i don t know what you want me to say .	je ne sais ce que vous voulez que je dise .
i don t know what you want me to say .	je ne sais pas ce que vous voulez que je dise .
i don t know what you want me to say .	j ignore ce que vous voulez que je dise .
i don t know what you want me to say .	je ne sais ce que tu veux que je dise .
i don t know what you want me to say .	je ne sais pas ce que tu veux que je dise .
i don t know what you want me to say .	j ignore ce que tu veux que je dise .
i don t think that we should do that .	je ne pense pas que nous devrions faire cela .
i got you all right where i want you .	je t ai mene precisement ou je voulais .
i got you all right where i want you .	je vous ai mene precisement ou je voulais .
i got you all right where i want you .	je t ai menee precisement ou je voulais .
i got you all right where i want you .	je vous ai menee precisement ou je voulais .
i got you all right where i want you .	je vous ai menes precisement ou je voulais .
i got you all right where i want you .	je vous ai menees precisement ou je voulais .
i really do have to get back to work .	il me faut vraiment retourner au travail .
i really don t want to eat right now .	je ne veux vraiment pas manger maintenant .
i see why you don t want to go there .	je vois pourquoi tu ne veux pas t y rendre .
i see why you don t want to go there .	je vois pourquoi vous ne voulez pas y aller .
i think tom is going to like it here .	je pense que tom va se plaire ici .
i think you know why i can t do that .	je pense que vous savez pourquoi je ne peux pas faire ca .
i think you know why i can t do that .	je pense que tu sais pourquoi je ne peux pas faire ca .
i want you to tell me how to do this .	je veux que tu me dises comment faire ceci .
i want you to tell me how to do this .	je veux que vous me disiez comment faire ceci .
i ll give you all the money you want .	je vous donnerai tout l argent que vous voulez .
i ll give you all the money you want .	je te donnerai tout l argent que tu veux .
tell me what time i need to be there .	dis moi a quelle heure je dois venir .
they didn t know what to do with him .	ils ne savaient que faire de lui .
they didn t know what to do with him .	elles ne savaient que faire de lui .
they ll be so happy to have tom back .	ils seront si heureux de retrouver tom .
they ll be so happy to have tom back .	elles seront si heureuses de retrouver tom .
we want tom to know he can come home .	nous voulons que tom sache qu il peut rentrer a la maison .
well that s what you want isn t it ?	eh bien c est ce que vous voulez n est ce pas ?
well that s what you want isn t it ?	eh bien c est ce que tu veux non ?
what did you think i was going to do ?	que pensais tu que j allais faire ?
what did you think i was going to do ?	que pensiez vous que j allais faire ?
you know what they can do don t you ?	vous savez ce dont ils sont capables n est ce pas ?
you know what they can do don t you ?	vous savez ce dont elles sont capables n est ce pas ?
you know what they can do don t you ?	tu sais ce dont ils sont capables n est ce pas ?
you know what they can do don t you ?	tu sais ce dont elles sont capables n est ce pas ?
you re not going to give up are you ?	tu ne vas pas abandonner si ?
you re not going to give up are you ?	vous n allez pas abandonner si ?
do you think that s what we should do ?	pensez vous que c est ce que nous devrions faire ?
do you think that s what we should do ?	tu penses que c est ce qu on devrait faire ?
don t you want to know why i did that ?	ne veux tu pas savoir pourquoi j ai fait ca ?
don t you want to know why i did that ?	ne voulez vous pas savoir pourquoi j ai fait cela ?
i can t do it alone . i need your help .	je ne peux le faire seul . j ai besoin de ton aide .
i can t do it alone . i need your help .	je ne peux le faire seule . j ai besoin de ton aide .
i can t do it alone . i need your help .	je ne peux le faire seul . j ai besoin de votre aide .
i can t do it alone . i need your help .	je ne peux le faire seule . j ai besoin de votre aide .
i didn t know what it was at the time .	j ignorais ce dont il s agissait a l epoque .
i didn t think that you could do that .	je ne pensais pas que tu pourrais faire ca .
i didn t think that you could do that .	je ne pensais pas que vous pourriez faire cela .
i didn t think that you could do that .	je ne pensais pas que tu pouvais faire ca .
i didn t think that you could do that .	je ne pensais pas que vous pouviez faire cela .
i don t feel like going out right now .	je n ai pas envie de sortir maintenant .
i don t really know what was going on .	je ne sais pas vraiment ce qui se passait .
i don t think you really want to know .	je ne pense pas que tu veuilles vraiment savoir .
i don t think you really want to know .	je ne pense pas que vous vouliez vraiment savoir .
i just want to look at it that s all .	je veux juste y regarder c est tout .
i just want to look at it that s all .	je veux juste le regarder c est tout .
i just want to look at it that s all .	je veux juste la regarder c est tout .
i think it s time for me to get a dog .	je pense qu il est temps pour moi de prendre un chien .
i think it s time for me to leave now .	je pense qu il est maintenant temps pour moi de partir .
i want to know what you see right now .	je veux savoir ce que tu vois a l instant .
i want to know what you see right now .	je veux savoir ce que vous voyez a l instant .
i want you to help me get out of here .	je veux que tu m aides a sortir d ici .
i want you to help me get out of here .	je veux que vous m aidiez a sortir d ici .
that s why i didn t want to come here .	c est pourquoi je n ai pas voulu venir ici .
tom isn t going to be happy to see me .	tom ne va pas etre content de me voir .
what i want to know is how to do this .	ce que je veux savoir c est comment faire ceci .
what is it you really want to tell me ?	qu est ce que tu veux vraiment me dire ?
what is it you really want to tell me ?	qu est ce que vous voulez vraiment me dire ?
what is it you really want to tell me ?	que veux tu vraiment me dire ?
what is it you really want to tell me ?	que voulez vous vraiment me dire ?
you don t want to tell me why do you ?	tu ne veux pas me dire pourquoi si ?
you don t want to tell me why do you ?	vous ne voulez pas me dire pourquoi si ?
you really want to do this don t you ?	tu veux vraiment le faire non ?
you really want to do this don t you ?	tu veux vraiment le faire n est ce pas ?
you really want to do this don t you ?	vous voulez vraiment le faire non ?
you really want to do this don t you ?	vous voulez vraiment le faire n est ce pas ?
do you think we will get there on time ?	crois tu que nous arriverons a temps ?
do you think you could help me do that ?	penses tu que tu pourrais m aider a faire ca ?
do you think you could help me do that ?	pensez vous que vous pourriez m aider a faire cela ?
i just don t want to do that right now .	je ne veux pas faire ca maintenant un point c est tout .
i just don t want to do that right now .	je ne veux tout simplement pas faire ca maintenant .
i want to know what i can do right now .	je veux savoir ce que je peux faire tout de suite .
i want you to tell tom that i love him .	je veux que tu dises a tom que je l aime .
